"year","month","car_price","mileage","accident","damage"
2014,1,35724,50289,1,0
2014,1,34782,62967,1,0
2014,1,28270,54056,1,0
2014,1,30610,78498,1,0
2014,1,30272,65463,1,0
2014,1,33791,41712,1,0
2014,1,38503,49141,1,0
2014,1,40159,32379,1,0
2014,1,41733,33669,1,0
2014,1,42601,42718,1,0
2014,1,38283,49688,1,0
2014,1,29528,52886,1,0
2014,1,27387,72041,1,0
2014,1,35699,46023,1,0
2014,1,39138,43337,1,0
2014,1,32809,53438,1,0
2014,1,34414,63983,1,0
2014,1,30186,43894,1,0
2014,1,37425,43627,1,0
2014,1,34563,31828,1,0
2014,1,35487,40697,1,0
2014,1,39801,52235,1,0
2014,1,27040,64292,1,0
2014,1,27310,68305,1,0
2014,1,40764,47856,1,0
2014,1,38786,25442,1,0
2014,1,27391,51146,1,0
2014,1,31975,60813,1,0
2014,1,33299,50242,1,0
2014,1,40728,42156,1,0
2014,1,32244,58647,1,0
2014,1,41637,49333,1,0
2014,1,28948,55139,1,0
2014,1,41530,36407,1,0
2014,1,25681,65604,1,0
2014,1,35279,38876,1,0
2014,1,32542,55225,1,0
2014,1,27921,61635,1,0
2014,1,35301,47173,1,0
2014,1,34161,46822,1,0
2014,1,43774,60820,0,0
2014,1,36564,46730,0,0
2014,1,45971,50399,0,0
2014,1,40260,45314,0,0
2014,1,43467,42212,0,0
2014,1,46718,48680,0,0
2014,1,37754,44978,0,0
2014,1,37509,53522,0,0
2014,1,39153,42291,0,0
2014,1,43653,48732,0,0
2014,1,41481,46565,0,0
2014,1,35729,56066,0,0
2014,1,43540,47845,0,0
2014,1,39359,52805,0,0
2014,1,31693,71936,0,0
2014,1,42636,46357,0,0
2014,1,32922,54792,0,0
2014,1,37726,73910,0,0
2014,1,38645,44376,0,0
2014,1,39791,49154,0,0
2014,1,41702,45170,0,0
2014,1,50329,41212,0,0
2014,1,33009,57301,0,0
2014,1,31876,37491,0,0
2014,1,50233,41245,0,0
2014,1,36473,52657,0,0
2014,1,46388,39161,0,0
2014,1,42332,44543,0,0
2014,1,45688,34983,0,0
2014,1,37899,48140,0,0
2014,1,38667,54358,0,0
2014,1,45707,39219,0,0
2014,1,34739,56539,0,0
2014,1,32810,55055,0,0
2014,1,35660,42687,0,0
2014,1,42559,44232,0,0
2014,1,35686,42495,0,0
2014,1,39279,58507,0,0
2014,1,44989,54675,0,0
2014,1,37153,48423,0,0
2014,1,48264,44426,0,0
2014,1,34619,48699,0,0
2014,1,38049,55938,0,0
2014,1,51542,52808,0,0
2014,1,49514,43246,0,0
2014,1,43269,27599,0,0
2014,1,44713,46474,0,0
2014,1,35603,66642,0,0
2014,1,42479,48676,0,0
2014,1,31044,59288,0,0
2014,1,36169,55122,0,0
2014,1,31790,53909,0,0
2014,1,44543,48002,0,0
2014,1,40038,67153,0,0
2014,1,38013,46844,0,0
2014,1,45490,58227,0,0
2014,1,34233,34950,0,0
2014,1,38315,62310,0,0
2014,1,37789,42583,0,0
2014,1,44675,49168,0,0
