"year","month","car_price","mileage","accident","damage"
2013,3,39645,47461,1,0
2013,3,32740,61641,1,0
2013,3,32134,42689,1,0
2013,3,44973,54493,1,0
2013,3,32264,54228,1,0
2013,3,37126,49858,1,0
2013,3,31295,51307,1,0
2013,3,33260,43231,1,0
2013,3,40764,45448,1,0
2013,3,38926,36086,1,0
2013,3,40152,36469,1,0
2013,3,40777,52280,1,0
2013,3,36899,45159,1,0
2013,3,35472,50634,1,0
2013,3,40685,37057,1,0
2013,3,36673,63795,1,0
2013,3,36686,49578,1,0
2013,3,33886,56120,1,0
2013,3,36703,59437,1,0
2013,3,41022,52632,1,0
2013,3,33253,47518,1,0
2013,3,34952,50782,1,0
2013,3,27721,44761,1,0
2013,3,43996,69424,1,0
2013,3,32849,58930,1,0
2013,3,29166,62175,1,0
2013,3,37263,31076,1,0
2013,3,35400,63584,1,0
2013,3,43889,53231,1,0
2013,3,44348,39879,1,0
2013,3,35700,56617,1,0
2013,3,31302,41430,1,0
2013,3,37045,56202,1,0
2013,3,30459,49406,1,0
2013,3,35637,51064,1,0
2013,3,29358,62222,1,0
2013,3,35387,60516,1,0
2013,3,41072,36565,1,0
2013,3,28201,67332,1,0
2013,3,38311,59930,1,0
2013,3,29299,61431,0,0
2013,3,37728,39872,0,0
2013,3,44012,42508,0,0
2013,3,40459,67399,0,0
2013,3,39731,40805,0,0
2013,3,41166,50609,0,0
2013,3,33907,40528,0,0
2013,3,42819,38286,0,0
2013,3,36055,49914,0,0
2013,3,37644,57619,0,0
2013,3,40720,25133,0,0
2013,3,42307,38822,0,0
2013,3,42235,40911,0,0
2013,3,42861,49426,0,0
2013,3,40809,52507,0,0
2013,3,37101,41609,0,0
2013,3,41208,55951,0,0
2013,3,51085,48516,0,0
2013,3,35002,50720,0,0
2013,3,42556,18241,0,0
2013,3,40347,35620,0,0
2013,3,41635,43532,0,0
2013,3,37762,54947,0,0
2013,3,34624,57840,0,0
2013,3,41260,56430,0,0
2013,3,43521,28976,0,0
2013,3,32761,47279,0,0
2013,3,42174,39506,0,0
2013,3,41021,57446,0,0
2013,3,30763,58053,0,0
2013,3,38351,61553,0,0
2013,3,36338,58275,0,0
2013,3,40829,38490,0,0
2013,3,41633,54840,0,0
2013,3,39867,53427,0,0
2013,3,42499,53879,0,0
2013,3,39693,58790,0,0
2013,3,41114,64381,0,0
2013,3,31884,71704,0,0
2013,3,42389,45669,0,0
2013,3,29028,53197,0,0
2013,3,36967,65985,0,0
2013,3,38205,55470,0,0
2013,3,44639,39806,0,0
2013,3,34273,49288,0,0
2013,3,38948,47622,0,0
2013,3,45749,48490,0,0
2013,3,45786,45644,0,0
2013,3,48159,59271,0,0
2013,3,37710,54057,0,0
2013,3,42617,46547,0,0
2013,3,43501,52454,0,0
2013,3,33739,61957,0,0
2013,3,33110,67036,0,0
2013,3,45621,30710,0,0
2013,3,38992,47118,0,0
2013,3,42105,30452,0,0
2013,3,41388,35125,0,0
2013,3,37195,53984,0,0
2013,3,36179,47988,0,0
