"year","month","car_price","mileage","accident","damage"
2016,1,26987,62410,1,0
2016,1,40609,51413,1,0
2016,1,36703,50185,1,0
2016,1,39060,59083,1,0
2016,1,32322,51785,1,0
2016,1,41619,23932,1,0
2016,1,32815,44722,1,0
2016,1,39320,50599,1,0
2016,1,31811,51569,1,0
2016,1,43081,34913,1,0
2016,1,37393,57450,1,0
2016,1,29563,37872,1,0
2016,1,32536,51423,1,0
2016,1,43267,43172,1,0
2016,1,34760,49908,1,0
2016,1,34480,43048,1,0
2016,1,38790,44712,1,0
2016,1,33868,39075,1,0
2016,1,33037,56791,1,0
2016,1,30451,49889,1,0
2016,1,31559,60753,1,0
2016,1,39243,43336,1,0
2016,1,36435,34861,1,0
2016,1,35562,55876,1,0
2016,1,32332,62511,1,0
2016,1,26205,71115,1,0
2016,1,33153,47010,1,0
2016,1,33268,55206,1,0
2016,1,27887,59562,1,0
2016,1,34391,59065,1,0
2016,1,29441,57609,1,0
2016,1,32322,71683,1,0
2016,1,32323,53445,1,0
2016,1,25203,64322,1,0
2016,1,38208,44447,1,0
2016,1,41955,52211,1,0
2016,1,34453,59405,1,0
2016,1,43441,36807,1,0
2016,1,33438,39912,1,0
2016,1,28986,60439,1,0
2016,1,43339,47657,0,0
2016,1,39682,51697,0,0
2016,1,49913,35672,0,0
2016,1,41620,61026,0,0
2016,1,41523,56664,0,0
2016,1,41440,54300,0,0
2016,1,43168,40640,0,0
2016,1,38499,59266,0,0
2016,1,42662,53095,0,0
2016,1,41291,42334,0,0
2016,1,40615,53985,0,0
2016,1,42265,42426,0,0
2016,1,36223,43858,0,0
2016,1,43667,37241,0,0
2016,1,34989,66296,0,0
2016,1,45107,51507,0,0
2016,1,39605,53770,0,0
2016,1,42142,48225,0,0
2016,1,41920,55198,0,0
2016,1,39895,43887,0,0
2016,1,29260,63948,0,0
2016,1,32770,50985,0,0
2016,1,43563,60257,0,0
2016,1,38891,51314,0,0
2016,1,40159,39943,0,0
2016,1,41833,45954,0,0
2016,1,33906,54144,0,0
2016,1,43934,45670,0,0
2016,1,48894,32746,0,0
2016,1,38133,52095,0,0
2016,1,41022,47955,0,0
2016,1,27581,61260,0,0
2016,1,40323,43475,0,0
2016,1,40368,53233,0,0
2016,1,40684,51351,0,0
2016,1,43616,50348,0,0
2016,1,41500,46252,0,0
2016,1,37904,51748,0,0
2016,1,39124,47670,0,0
2016,1,37983,72141,0,0
2016,1,42412,65828,0,0
2016,1,39170,58247,0,0
2016,1,42055,57809,0,0
2016,1,44717,62793,0,0
2016,1,41632,57517,0,0
2016,1,35479,66950,0,0
2016,1,36967,59410,0,0
2016,1,33412,41374,0,0
2016,1,35942,67740,0,0
2016,1,40584,39921,0,0
2016,1,37058,56511,0,0
2016,1,40523,39888,0,0
2016,1,36953,62251,0,0
2016,1,42213,49144,0,0
2016,1,34507,45730,0,0
2016,1,33227,56311,0,0
2016,1,43361,55807,0,0
2016,1,33590,51342,0,0
2016,1,45107,52122,0,0
2016,1,46424,37830,0,0
