"year","month","car_price","mileage","accident","damage"
2017,7,29671,59503,1,0
2017,7,40645,56718,1,0
2017,7,28989,67505,1,0
2017,7,35377,30108,1,0
2017,7,24169,59051,1,0
2017,7,44697,39895,1,0
2017,7,42621,53793,1,0
2017,7,37895,48608,1,0
2017,7,32874,62843,1,0
2017,7,32997,57783,1,0
2017,7,26052,54178,1,0
2017,7,28594,56779,1,0
2017,7,26848,49287,1,0
2017,7,33826,58173,1,0
2017,7,32437,49318,1,0
2017,7,30353,47701,1,0
2017,7,38330,37893,1,0
2017,7,31813,41052,1,0
2017,7,36434,50340,1,0
2017,7,36766,49615,1,0
2017,7,37841,75070,1,0
2017,7,40242,51104,1,0
2017,7,38933,34918,1,0
2017,7,28431,56110,1,0
2017,7,38681,42631,1,0
2017,7,31966,49663,1,0
2017,7,42262,35447,1,0
2017,7,29357,58572,1,0
2017,7,35293,55674,1,0
2017,7,32326,58476,1,0
2017,7,38382,42163,1,0
2017,7,35777,53234,1,0
2017,7,33244,41328,1,0
2017,7,37433,44763,1,0
2017,7,30991,49151,1,0
2017,7,34434,55484,1,0
2017,7,38301,53667,1,0
2017,7,31306,68304,1,0
2017,7,33564,42011,1,0
2017,7,28189,67286,1,0
2017,7,37731,48000,0,0
2017,7,42028,58755,0,0
2017,7,38562,36496,0,0
2017,7,32746,72507,0,0
2017,7,39439,42568,0,0
2017,7,45057,44006,0,0
2017,7,40217,47949,0,0
2017,7,37392,50262,0,0
2017,7,37602,42363,0,0
2017,7,38214,51539,0,0
2017,7,43834,50274,0,0
2017,7,42286,60743,0,0
2017,7,30784,62709,0,0
2017,7,41747,51272,0,0
2017,7,28576,44776,0,0
2017,7,48937,51681,0,0
2017,7,38831,49601,0,0
2017,7,45166,28183,0,0
2017,7,44464,55505,0,0
2017,7,41489,51174,0,0
2017,7,46866,44467,0,0
2017,7,42862,33827,0,0
2017,7,37520,42069,0,0
2017,7,40319,37402,0,0
2017,7,40383,65677,0,0
2017,7,40327,48733,0,0
2017,7,44731,41763,0,0
2017,7,33652,57040,0,0
2017,7,33504,68841,0,0
2017,7,35991,67477,0,0
2017,7,38844,58920,0,0
2017,7,46067,49688,0,0
2017,7,49027,42229,0,0
2017,7,31730,66562,0,0
2017,7,44079,58547,0,0
2017,7,47269,50227,0,0
2017,7,38821,46050,0,0
2017,7,42454,57835,0,0
2017,7,47157,40865,0,0
2017,7,41563,54112,0,0
2017,7,39509,71060,0,0
2017,7,38290,57626,0,0
2017,7,43802,46959,0,0
2017,7,46478,40026,0,0
2017,7,37380,57860,0,0
2017,7,38934,63370,0,0
2017,7,41465,47443,0,0
2017,7,44850,41913,0,0
2017,7,39286,61556,0,0
2017,7,38414,68973,0,0
2017,7,38855,50096,0,0
2017,7,35355,62248,0,0
2017,7,41620,48597,0,0
2017,7,39871,49384,0,0
2017,7,42479,58687,0,0
2017,7,37695,52386,0,0
2017,7,43781,34617,0,0
2017,7,29630,64896,0,0
2017,7,40568,45999,0,0
2017,7,38525,49654,0,0
