"year","month","car_price","mileage","accident","damage"
2012,5,30308,33494,1,0
2012,5,31583,61335,1,0
2012,5,39050,32588,1,0
2012,5,43220,52328,1,0
2012,5,31232,53798,1,0
2012,5,36199,69624,1,0
2012,5,33230,58237,1,0
2012,5,33725,53261,1,0
2012,5,36291,63970,1,0
2012,5,25703,75686,1,0
2012,5,28116,55181,1,0
2012,5,32626,45685,1,0
2012,5,37667,50201,1,0
2012,5,28216,57660,1,0
2012,5,39247,46774,1,0
2012,5,38927,36721,1,0
2012,5,44282,34258,1,0
2012,5,35039,44754,1,0
2012,5,34445,58363,1,0
2012,5,35303,55514,1,0
2012,5,35526,60253,1,0
2012,5,37246,43957,1,0
2012,5,37529,30769,1,0
2012,5,29709,63821,1,0
2012,5,35274,54666,1,0
2012,5,40516,38650,1,0
2012,5,29966,57954,1,0
2012,5,33619,47931,1,0
2012,5,36888,40466,1,0
2012,5,32258,41444,1,0
2012,5,39808,47004,1,0
2012,5,28021,60366,1,0
2012,5,20921,75985,1,0
2012,5,31773,46629,1,0
2012,5,37642,45861,1,0
2012,5,39025,52806,1,0
2012,5,31779,60643,1,0
2012,5,37195,48175,1,0
2012,5,33695,61496,1,0
2012,5,43770,22643,1,0
2012,5,34357,70412,0,0
2012,5,42262,31629,0,0
2012,5,40628,52597,0,0
2012,5,44639,40478,0,0
2012,5,39432,49130,0,0
2012,5,34038,55429,0,0
2012,5,42276,29278,0,0
2012,5,45936,52658,0,0
2012,5,40077,63503,0,0
2012,5,42034,28169,0,0
2012,5,45438,53296,0,0
2012,5,33396,54804,0,0
2012,5,44450,27040,0,0
2012,5,42899,42531,0,0
2012,5,34887,59047,0,0
2012,5,37805,47073,0,0
2012,5,35617,75075,0,0
2012,5,36736,61195,0,0
2012,5,40676,51277,0,0
2012,5,41698,38818,0,0
2012,5,35968,68669,0,0
2012,5,44981,45071,0,0
2012,5,43335,46177,0,0
2012,5,43649,50937,0,0
2012,5,43248,37943,0,0
2012,5,40031,54683,0,0
2012,5,43928,39083,0,0
2012,5,34421,54612,0,0
2012,5,40658,58291,0,0
2012,5,43452,49233,0,0
2012,5,30555,34589,0,0
2012,5,37210,44420,0,0
2012,5,41769,37917,0,0
2012,5,52944,40636,0,0
2012,5,47922,34927,0,0
2012,5,42741,44380,0,0
2012,5,36270,71754,0,0
2012,5,43209,51126,0,0
2012,5,35223,42124,0,0
2012,5,44680,49181,0,0
2012,5,35457,34428,0,0
2012,5,45254,43350,0,0
2012,5,34266,29208,0,0
2012,5,50371,41997,0,0
2012,5,39666,56826,0,0
2012,5,43432,50013,0,0
2012,5,46850,41088,0,0
2012,5,32655,55800,0,0
2012,5,39712,34219,0,0
2012,5,39495,56593,0,0
2012,5,38661,40364,0,0
2012,5,35190,52985,0,0
2012,5,36737,28228,0,0
2012,5,37747,45945,0,0
2012,5,38888,47532,0,0
2012,5,35625,54251,0,0
2012,5,43912,61668,0,0
2012,5,38460,32014,0,0
2012,5,42377,51338,0,0
2012,5,40091,54489,0,0
