"year","month","car_price","mileage","accident","damage"
2014,5,30290,56711,1,0
2014,5,31075,44220,1,0
2014,5,39657,41169,1,0
2014,5,39599,50223,1,0
2014,5,38231,42576,1,0
2014,5,34674,36379,1,0
2014,5,40267,57418,1,0
2014,5,34032,63201,1,0
2014,5,28967,54869,1,0
2014,5,40366,49071,1,0
2014,5,36845,53708,1,0
2014,5,37126,53463,1,0
2014,5,33136,59055,1,0
2014,5,31139,57155,1,0
2014,5,41712,31219,1,0
2014,5,37858,45727,1,0
2014,5,38153,44475,1,0
2014,5,30580,41083,1,0
2014,5,40494,64657,1,0
2014,5,36825,61152,1,0
2014,5,30866,45920,1,0
2014,5,31472,48813,1,0
2014,5,39730,49231,1,0
2014,5,37846,36876,1,0
2014,5,36960,47723,1,0
2014,5,33243,55563,1,0
2014,5,31050,56652,1,0
2014,5,34290,60946,1,0
2014,5,31482,55448,1,0
2014,5,36299,42481,1,0
2014,5,38296,52228,1,0
2014,5,34710,46475,1,0
2014,5,34501,47686,1,0
2014,5,36803,53507,1,0
2014,5,32563,49853,1,0
2014,5,44965,34766,1,0
2014,5,37923,66665,1,0
2014,5,34850,50715,1,0
2014,5,30502,50789,1,0
2014,5,32352,53928,1,0
2014,5,37987,42692,0,0
2014,5,37735,58952,0,0
2014,5,28372,71992,0,0
2014,5,42357,48674,0,0
2014,5,30990,63048,0,0
2014,5,34857,59144,0,0
2014,5,38573,47599,0,0
2014,5,41309,44609,0,0
2014,5,37372,29066,0,0
2014,5,35471,45605,0,0
2014,5,38263,43745,0,0
2014,5,42846,30691,0,0
2014,5,38303,54898,0,0
2014,5,41250,45261,0,0
2014,5,32245,58512,0,0
2014,5,40024,50503,0,0
2014,5,35105,41344,0,0
2014,5,40724,32082,0,0
2014,5,39185,51505,0,0
2014,5,45275,21595,0,0
2014,5,39064,53393,0,0
2014,5,47648,31612,0,0
2014,5,36495,46743,0,0
2014,5,41289,46130,0,0
2014,5,42978,33153,0,0
2014,5,43636,50926,0,0
2014,5,50428,48697,0,0
2014,5,43707,50938,0,0
2014,5,41176,39041,0,0
2014,5,39679,61716,0,0
2014,5,32965,64500,0,0
2014,5,39680,27254,0,0
2014,5,45198,40106,0,0
2014,5,41281,41546,0,0
2014,5,42023,43165,0,0
2014,5,40143,36391,0,0
2014,5,35356,72798,0,0
2014,5,36899,35667,0,0
2014,5,33323,54181,0,0
2014,5,38999,51809,0,0
2014,5,37092,39881,0,0
2014,5,49704,25966,0,0
2014,5,37082,61276,0,0
2014,5,43385,37969,0,0
2014,5,34472,55553,0,0
2014,5,36056,38017,0,0
2014,5,41261,61282,0,0
2014,5,33749,60286,0,0
2014,5,41540,53800,0,0
2014,5,42949,43073,0,0
2014,5,37269,55157,0,0
2014,5,45059,40446,0,0
2014,5,43495,39248,0,0
2014,5,49011,49934,0,0
2014,5,39485,49933,0,0
2014,5,39885,54144,0,0
2014,5,36867,57331,0,0
2014,5,37153,39498,0,0
2014,5,41399,46820,0,0
2014,5,35190,45912,0,0
