"year","month","car_price","mileage","accident","damage"
2016,12,36323,52378,1,0
2016,12,36689,69478,1,0
2016,12,34580,33434,1,0
2016,12,37871,45981,1,0
2016,12,38643,44262,1,0
2016,12,23626,57941,1,0
2016,12,28781,47484,1,0
2016,12,28673,51165,1,0
2016,12,33523,49244,1,0
2016,12,28886,51803,1,0
2016,12,34746,37436,1,0
2016,12,40994,56871,1,0
2016,12,33061,63097,1,0
2016,12,28984,50179,1,0
2016,12,43523,55283,1,0
2016,12,32898,34185,1,0
2016,12,28401,66258,1,0
2016,12,29443,55105,1,0
2016,12,29010,71407,1,0
2016,12,31689,50094,1,0
2016,12,37789,68036,1,0
2016,12,33986,48812,1,0
2016,12,38424,52113,1,0
2016,12,34527,51919,1,0
2016,12,33597,41607,1,0
2016,12,32523,53500,1,0
2016,12,31488,59533,1,0
2016,12,30834,48701,1,0
2016,12,34780,41645,1,0
2016,12,40197,47910,1,0
2016,12,28383,71092,1,0
2016,12,38318,25411,1,0
2016,12,42338,44617,1,0
2016,12,33589,56930,1,0
2016,12,41160,37231,1,0
2016,12,28615,69534,1,0
2016,12,43449,38581,1,0
2016,12,39261,39403,1,0
2016,12,34104,57141,1,0
2016,12,32392,63666,1,0
2016,12,48282,39810,0,0
2016,12,27454,53956,0,0
2016,12,50349,27398,0,0
2016,12,38565,59106,0,0
2016,12,33276,79987,0,0
2016,12,40625,54606,0,0
2016,12,39625,30340,0,0
2016,12,31442,52735,0,0
2016,12,46189,54393,0,0
2016,12,37281,52898,0,0
2016,12,36822,48019,0,0
2016,12,35240,53789,0,0
2016,12,46018,20527,0,0
2016,12,37169,56730,0,0
2016,12,35548,42214,0,0
2016,12,41398,50282,0,0
2016,12,38757,46851,0,0
2016,12,44010,46818,0,0
2016,12,41267,46482,0,0
2016,12,35147,58949,0,0
2016,12,48209,56690,0,0
2016,12,47152,41401,0,0
2016,12,28561,72922,0,0
2016,12,39645,58373,0,0
2016,12,38610,56494,0,0
2016,12,50793,43132,0,0
2016,12,39920,54055,0,0
2016,12,33513,65341,0,0
2016,12,34813,66959,0,0
2016,12,44005,47506,0,0
2016,12,39877,51024,0,0
2016,12,40360,33645,0,0
2016,12,30624,67010,0,0
2016,12,34391,64774,0,0
2016,12,45385,44684,0,0
2016,12,35253,47605,0,0
2016,12,38788,44927,0,0
2016,12,43711,46242,0,0
2016,12,37184,66134,0,0
2016,12,38800,55418,0,0
2016,12,43114,28333,0,0
2016,12,31489,70145,0,0
2016,12,35749,54033,0,0
2016,12,36692,58637,0,0
2016,12,39827,45464,0,0
2016,12,41775,61332,0,0
2016,12,41250,48758,0,0
2016,12,38096,48664,0,0
2016,12,43153,36950,0,0
2016,12,43505,35250,0,0
2016,12,32454,57434,0,0
2016,12,41475,36147,0,0
2016,12,34972,55634,0,0
2016,12,36114,60138,0,0
2016,12,31848,71064,0,0
2016,12,39436,60050,0,0
2016,12,44170,58711,0,0
2016,12,46423,40628,0,0
2016,12,38803,66535,0,0
2016,12,39810,58436,0,0
