"year","month","car_price","mileage","accident","damage"
2013,11,36437,53584,1,0
2013,11,34468,45921,1,0
2013,11,33875,56001,1,0
2013,11,33778,64407,1,0
2013,11,40270,61693,1,0
2013,11,41331,57964,1,0
2013,11,40767,45005,1,0
2013,11,28064,68071,1,0
2013,11,39944,49303,1,0
2013,11,38823,46027,1,0
2013,11,41920,67999,1,0
2013,11,34380,41145,1,0
2013,11,31551,55886,1,0
2013,11,42496,37262,1,0
2013,11,28264,68609,1,0
2013,11,29941,49032,1,0
2013,11,40427,39502,1,0
2013,11,38090,46984,1,0
2013,11,31179,51959,1,0
2013,11,34343,70319,1,0
2013,11,33879,40197,1,0
2013,11,39038,39443,1,0
2013,11,30712,57007,1,0
2013,11,26363,43546,1,0
2013,11,36164,42176,1,0
2013,11,31931,43141,1,0
2013,11,30550,52680,1,0
2013,11,33328,63283,1,0
2013,11,34403,51548,1,0
2013,11,33376,46712,1,0
2013,11,28885,46017,1,0
2013,11,36604,53809,1,0
2013,11,34260,59452,1,0
2013,11,33660,49419,1,0
2013,11,40010,43104,1,0
2013,11,35167,49758,1,0
2013,11,34044,45444,1,0
2013,11,39970,42631,1,0
2013,11,36880,58452,1,0
2013,11,40729,31510,1,0
2013,11,38722,51820,0,0
2013,11,40380,52749,0,0
2013,11,39954,41482,0,0
2013,11,41875,48394,0,0
2013,11,36611,58841,0,0
2013,11,37075,47862,0,0
2013,11,31739,54913,0,0
2013,11,42970,51155,0,0
2013,11,37823,62275,0,0
2013,11,34927,70330,0,0
2013,11,41275,44475,0,0
2013,11,34705,51412,0,0
2013,11,48236,37082,0,0
2013,11,40028,62128,0,0
2013,11,39968,60124,0,0
2013,11,42526,53937,0,0
2013,11,50145,41650,0,0
2013,11,37891,60299,0,0
2013,11,35788,54640,0,0
2013,11,45175,43388,0,0
2013,11,42412,43248,0,0
2013,11,44769,46967,0,0
2013,11,46061,33372,0,0
2013,11,45607,54851,0,0
2013,11,39135,42953,0,0
2013,11,32465,55876,0,0
2013,11,35342,53355,0,0
2013,11,38874,30670,0,0
2013,11,37801,43569,0,0
2013,11,37262,51949,0,0
2013,11,35465,57362,0,0
2013,11,39707,45635,0,0
2013,11,37736,44675,0,0
2013,11,36951,58537,0,0
2013,11,39534,55408,0,0
2013,11,35945,61696,0,0
2013,11,43084,50287,0,0
2013,11,39886,58556,0,0
2013,11,52444,25655,0,0
2013,11,44719,47580,0,0
2013,11,41054,61010,0,0
2013,11,37526,62316,0,0
2013,11,39767,59114,0,0
2013,11,37323,50468,0,0
2013,11,38322,57956,0,0
2013,11,42511,32417,0,0
2013,11,36333,56686,0,0
2013,11,38450,62219,0,0
2013,11,44113,40155,0,0
2013,11,39443,49264,0,0
2013,11,45284,43877,0,0
2013,11,46396,53336,0,0
2013,11,36872,59893,0,0
2013,11,41275,47740,0,0
2013,11,42373,48294,0,0
2013,11,37413,47820,0,0
2013,11,38803,51600,0,0
2013,11,42937,37459,0,0
2013,11,37205,34985,0,0
2013,11,40155,55322,0,0
