"year","month","car_price","mileage","accident","damage"
2015,11,5828,53595,1,1
2015,11,18215,35234,1,1
2015,11,16339,54904,1,1
2015,11,13599,43321,1,1
2015,11,7538,60192,1,1
2015,11,19713,52261,1,1
2015,11,16206,46552,1,1
2015,11,14626,51643,1,1
2015,11,15539,56882,1,1
2015,11,7692,44581,1,1
2015,11,15286,66516,1,1
2015,11,17707,37489,1,1
2015,11,11843,51365,1,1
2015,11,12709,52617,1,1
2015,11,20045,36193,1,1
2015,11,19053,51451,1,1
2015,11,10944,57848,1,1
2015,11,13539,36462,1,1
2015,11,9071,39462,1,1
2015,11,15637,41792,1,1
2015,11,15228,47146,1,1
2015,11,14784,51283,1,1
2015,11,17415,47680,1,1
2015,11,13564,55863,1,1
2015,11,6936,80993,1,1
2015,11,21038,47005,1,1
2015,11,14926,54128,1,1
2015,11,25183,48950,1,1
2015,11,11129,43157,1,1
2015,11,18646,36818,1,1
2015,11,18353,41694,1,1
2015,11,19037,52832,1,1
2015,11,10448,64616,1,1
2015,11,16156,29098,1,1
2015,11,587,73973,1,1
2015,11,9116,40852,1,1
2015,11,12856,48689,1,1
2015,11,17298,52779,1,1
2015,11,18685,63299,1,1
2015,11,18252,44840,1,1
2015,11,8595,70452,1,1
2015,11,15314,48631,1,1
2015,11,14838,45135,1,1
2015,11,15791,53327,1,1
2015,11,14659,46575,1,1
2015,11,12092,38074,1,1
2015,11,9809,58723,1,1
2015,11,15282,48207,1,1
2015,11,28455,47470,1,1
2015,11,16130,41153,1,1
2015,11,19187,40268,1,1
2015,11,16098,47582,1,1
2015,11,17951,60199,1,1
2015,11,14411,46035,1,1
2015,11,17599,44653,1,1
2015,11,18845,44044,1,1
2015,11,11202,53835,1,1
2015,11,14739,41770,1,1
2015,11,9787,71917,1,1
2015,11,15958,43132,1,1
2015,11,17589,39306,1,1
2015,11,11102,59506,1,1
2015,11,19771,40663,1,1
2015,11,18000,36904,1,1
2015,11,18331,62202,1,1
2015,11,20388,49430,1,1
2015,11,10628,64722,1,1
2015,11,4517,47050,1,1
2015,11,17393,53770,1,1
2015,11,17236,36732,1,1
2015,11,22739,45734,1,1
2015,11,13948,61076,1,1
2015,11,10896,69121,1,1
2015,11,13496,44986,1,1
2015,11,25034,53976,1,1
2015,11,15753,43716,1,1
2015,11,9139,62181,1,1
2015,11,15409,56005,1,1
2015,11,15798,47742,1,1
2015,11,19363,46471,1,1
2015,11,8207,46943,1,1
2015,11,16202,63873,1,1
2015,11,14331,50859,1,1
2015,11,18712,31482,1,1
2015,11,21842,46769,1,1
2015,11,16619,46632,1,1
2015,11,11923,65528,1,1
2015,11,16530,56624,1,1
2015,11,16312,59498,1,1
2015,11,17501,65625,1,1
2015,11,26358,44573,1,1
2015,11,10175,48730,1,1
2015,11,17196,54166,1,1
2015,11,14367,46960,1,1
2015,11,12698,57647,1,1
2015,11,16692,46163,1,1
2015,11,23258,45784,1,1
2015,11,21422,68321,1,1
2015,11,19121,54035,1,1
2015,11,19297,34389,1,1
