"year","month","car_price","mileage","accident","damage"
2011,12,35605,45455,1,0
2011,12,36605,60404,1,0
2011,12,36902,51702,1,0
2011,12,37546,58717,1,0
2011,12,32861,61309,1,0
2011,12,34634,31663,1,0
2011,12,28300,56327,1,0
2011,12,38957,45451,1,0
2011,12,34237,45354,1,0
2011,12,33876,39275,1,0
2011,12,38465,46444,1,0
2011,12,39244,36614,1,0
2011,12,32039,41747,1,0
2011,12,28271,50068,1,0
2011,12,29593,47477,1,0
2011,12,39488,57458,1,0
2011,12,41342,27446,1,0
2011,12,32250,58319,1,0
2011,12,36165,54601,1,0
2011,12,37229,36966,1,0
2011,12,29967,45095,1,0
2011,12,39159,46664,1,0
2011,12,38868,49587,1,0
2011,12,31810,39116,1,0
2011,12,43054,37903,1,0
2011,12,30859,67847,1,0
2011,12,33840,40625,1,0
2011,12,49684,41539,1,0
2011,12,34235,50402,1,0
2011,12,26216,60100,1,0
2011,12,37310,40364,1,0
2011,12,36889,52759,1,0
2011,12,37094,61878,1,0
2011,12,36218,51532,1,0
2011,12,34959,47949,1,0
2011,12,32011,53403,1,0
2011,12,37205,51083,1,0
2011,12,34257,39860,1,0
2011,12,37990,53099,1,0
2011,12,35235,41251,1,0
2011,12,27753,69314,0,0
2011,12,45104,41086,0,0
2011,12,35674,66115,0,0
2011,12,39237,54328,0,0
2011,12,45281,55910,0,0
2011,12,39278,50125,0,0
2011,12,43735,36049,0,0
2011,12,40671,49633,0,0
2011,12,46594,47742,0,0
2011,12,34015,73728,0,0
2011,12,36016,53882,0,0
2011,12,37268,48862,0,0
2011,12,31453,50790,0,0
2011,12,28371,70765,0,0
2011,12,48429,33896,0,0
2011,12,39950,49184,0,0
2011,12,40002,51513,0,0
2011,12,40350,52863,0,0
2011,12,42058,63805,0,0
2011,12,40332,42804,0,0
2011,12,43400,29612,0,0
2011,12,44791,44726,0,0
2011,12,46086,42075,0,0
2011,12,47736,30891,0,0
2011,12,34975,51953,0,0
2011,12,40530,51332,0,0
2011,12,40104,40533,0,0
2011,12,33899,71467,0,0
2011,12,38214,64640,0,0
2011,12,47429,43754,0,0
2011,12,30454,63365,0,0
2011,12,38993,38261,0,0
2011,12,39603,51468,0,0
2011,12,33915,72772,0,0
2011,12,41544,59299,0,0
2011,12,39980,46119,0,0
2011,12,42424,28345,0,0
2011,12,44203,57256,0,0
2011,12,45391,41697,0,0
2011,12,32577,66807,0,0
2011,12,30268,63138,0,0
2011,12,40235,53514,0,0
2011,12,46782,64102,0,0
2011,12,41107,34640,0,0
2011,12,30114,71736,0,0
2011,12,32471,66177,0,0
2011,12,32235,62297,0,0
2011,12,37680,54669,0,0
2011,12,45491,41914,0,0
2011,12,42205,45184,0,0
2011,12,44908,45964,0,0
2011,12,41972,63593,0,0
2011,12,44806,30763,0,0
2011,12,42087,46743,0,0
2011,12,34986,55643,0,0
2011,12,46060,33010,0,0
2011,12,41395,44670,0,0
2011,12,33745,65793,0,0
2011,12,38294,51699,0,0
2011,12,38593,61204,0,0
