"year","month","car_price","mileage","accident","damage"
2017,2,42828,18137,1,0
2017,2,39908,50572,1,0
2017,2,34560,44039,1,0
2017,2,32862,61332,1,0
2017,2,38945,55065,1,0
2017,2,36247,64053,1,0
2017,2,25139,66548,1,0
2017,2,39314,27706,1,0
2017,2,40574,42317,1,0
2017,2,33650,45836,1,0
2017,2,33677,37030,1,0
2017,2,30015,45198,1,0
2017,2,32043,43383,1,0
2017,2,37406,36860,1,0
2017,2,37681,46936,1,0
2017,2,29333,42830,1,0
2017,2,33193,46141,1,0
2017,2,29898,47354,1,0
2017,2,35381,45346,1,0
2017,2,38547,43412,1,0
2017,2,33025,40652,1,0
2017,2,27968,64172,1,0
2017,2,39193,56216,1,0
2017,2,28926,55064,1,0
2017,2,31677,57361,1,0
2017,2,35267,58591,1,0
2017,2,31808,67016,1,0
2017,2,29914,50773,1,0
2017,2,40485,48434,1,0
2017,2,30814,45531,1,0
2017,2,36013,66018,1,0
2017,2,34840,58815,1,0
2017,2,32374,51810,1,0
2017,2,40132,36885,1,0
2017,2,37622,57836,1,0
2017,2,40802,36922,1,0
2017,2,39848,48486,1,0
2017,2,34538,56978,1,0
2017,2,30515,45983,1,0
2017,2,35658,55770,1,0
2017,2,43628,41827,0,0
2017,2,47699,51686,0,0
2017,2,33933,41155,0,0
2017,2,29491,50567,0,0
2017,2,35592,60290,0,0
2017,2,38315,45680,0,0
2017,2,38890,51549,0,0
2017,2,37215,41654,0,0
2017,2,43712,38359,0,0
2017,2,41813,60452,0,0
2017,2,38633,59629,0,0
2017,2,43441,56164,0,0
2017,2,42033,40614,0,0
2017,2,41220,59088,0,0
2017,2,42736,57282,0,0
2017,2,41089,44028,0,0
2017,2,36210,49713,0,0
2017,2,41855,56355,0,0
2017,2,44302,38736,0,0
2017,2,39009,45196,0,0
2017,2,47109,32531,0,0
2017,2,41962,37568,0,0
2017,2,40689,50815,0,0
2017,2,35762,47202,0,0
2017,2,53981,34159,0,0
2017,2,39430,52128,0,0
2017,2,41543,50381,0,0
2017,2,38124,52813,0,0
2017,2,37394,46233,0,0
2017,2,39967,48836,0,0
2017,2,44702,33183,0,0
2017,2,38117,40317,0,0
2017,2,47447,49001,0,0
2017,2,47921,49040,0,0
2017,2,32744,65276,0,0
2017,2,43711,51437,0,0
2017,2,42278,48506,0,0
2017,2,47672,53963,0,0
2017,2,36827,44579,0,0
2017,2,38689,46074,0,0
2017,2,39984,38584,0,0
2017,2,39971,54582,0,0
2017,2,38892,62225,0,0
2017,2,42050,56814,0,0
2017,2,48824,28386,0,0
2017,2,39755,35848,0,0
2017,2,47049,41671,0,0
2017,2,33264,62620,0,0
2017,2,42807,65098,0,0
2017,2,42580,48247,0,0
2017,2,38183,51331,0,0
2017,2,45613,64102,0,0
2017,2,41930,45494,0,0
2017,2,39675,50986,0,0
2017,2,39880,35861,0,0
2017,2,45453,51840,0,0
2017,2,38715,69575,0,0
2017,2,44287,48155,0,0
2017,2,41942,40442,0,0
2017,2,37580,62967,0,0
