"year","month","car_price","mileage","accident","damage"
2014,8,42733,46582,1,0
2014,8,34690,57856,1,0
2014,8,35444,48287,1,0
2014,8,29762,59713,1,0
2014,8,34208,45623,1,0
2014,8,41985,38803,1,0
2014,8,32713,51949,1,0
2014,8,36650,40345,1,0
2014,8,36804,36429,1,0
2014,8,30147,56117,1,0
2014,8,40329,38388,1,0
2014,8,39936,46714,1,0
2014,8,36286,41866,1,0
2014,8,31666,57696,1,0
2014,8,36379,47271,1,0
2014,8,36359,50154,1,0
2014,8,32868,61415,1,0
2014,8,31578,43463,1,0
2014,8,36216,43082,1,0
2014,8,34746,55756,1,0
2014,8,27750,70218,1,0
2014,8,27229,61291,1,0
2014,8,35467,60452,1,0
2014,8,40612,45208,1,0
2014,8,35542,49074,1,0
2014,8,36176,50563,1,0
2014,8,34146,39164,1,0
2014,8,42057,41594,1,0
2014,8,32167,57377,1,0
2014,8,38375,48267,1,0
2014,8,34454,40198,1,0
2014,8,33005,62461,1,0
2014,8,35754,45091,1,0
2014,8,33194,52213,1,0
2014,8,35487,64763,1,0
2014,8,32217,41618,1,0
2014,8,41091,26774,1,0
2014,8,32883,52924,1,0
2014,8,36682,51557,1,0
2014,8,35265,59210,1,0
2014,8,39554,47312,0,0
2014,8,43585,44146,0,0
2014,8,46854,50473,0,0
2014,8,41174,54385,0,0
2014,8,31042,52879,0,0
2014,8,42802,40233,0,0
2014,8,33574,62828,0,0
2014,8,35725,47710,0,0
2014,8,40238,44461,0,0
2014,8,40443,51910,0,0
2014,8,44579,31675,0,0
2014,8,39234,53850,0,0
2014,8,40327,58805,0,0
2014,8,46124,31995,0,0
2014,8,42263,46544,0,0
2014,8,49686,43890,0,0
2014,8,33993,54648,0,0
2014,8,41175,67595,0,0
2014,8,44222,41447,0,0
2014,8,34152,37414,0,0
2014,8,43993,38918,0,0
2014,8,45826,51116,0,0
2014,8,41907,43823,0,0
2014,8,40347,41741,0,0
2014,8,43016,44644,0,0
2014,8,33582,45716,0,0
2014,8,38216,53907,0,0
2014,8,43324,52301,0,0
2014,8,34331,60178,0,0
2014,8,37603,48778,0,0
2014,8,41302,37183,0,0
2014,8,39418,52865,0,0
2014,8,45164,41009,0,0
2014,8,36297,57866,0,0
2014,8,49015,54173,0,0
2014,8,36131,66248,0,0
2014,8,47253,31505,0,0
2014,8,43338,55718,0,0
2014,8,36355,42920,0,0
2014,8,40004,43898,0,0
2014,8,42166,50567,0,0
2014,8,40297,59485,0,0
2014,8,47677,37508,0,0
2014,8,42723,36207,0,0
2014,8,45924,40862,0,0
2014,8,41284,55992,0,0
2014,8,41458,57914,0,0
2014,8,42031,43369,0,0
2014,8,38649,67300,0,0
2014,8,41306,40551,0,0
2014,8,42179,35423,0,0
2014,8,39729,63473,0,0
2014,8,39013,53780,0,0
2014,8,46144,30619,0,0
2014,8,43147,62816,0,0
2014,8,46235,41429,0,0
2014,8,36554,41375,0,0
2014,8,39597,48614,0,0
2014,8,37446,58686,0,0
2014,8,39005,62417,0,0
