"year","month","car_price","mileage","accident","damage"
2011,2,36400,44732,1,0
2011,2,41168,43630,1,0
2011,2,39124,81745,1,0
2011,2,28716,54912,1,0
2011,2,33565,54420,1,0
2011,2,34589,52002,1,0
2011,2,40882,44708,1,0
2011,2,39041,23228,1,0
2011,2,32632,68127,1,0
2011,2,36758,44837,1,0
2011,2,38223,41380,1,0
2011,2,33690,43700,1,0
2011,2,43152,60750,1,0
2011,2,28946,57457,1,0
2011,2,31118,63216,1,0
2011,2,36106,52795,1,0
2011,2,36956,48850,1,0
2011,2,30824,47498,1,0
2011,2,37514,34428,1,0
2011,2,28884,52596,1,0
2011,2,39344,46626,1,0
2011,2,32087,46170,1,0
2011,2,28390,60527,1,0
2011,2,32554,62112,1,0
2011,2,25068,74537,1,0
2011,2,34921,54649,1,0
2011,2,32967,49052,1,0
2011,2,34303,40917,1,0
2011,2,28687,49667,1,0
2011,2,21653,67206,1,0
2011,2,39914,47637,1,0
2011,2,38625,67087,1,0
2011,2,40472,47772,1,0
2011,2,34253,52103,1,0
2011,2,30627,74809,1,0
2011,2,36364,50272,1,0
2011,2,36557,35473,1,0
2011,2,38318,43264,1,0
2011,2,40433,39431,1,0
2011,2,38611,50898,1,0
2011,2,45806,44277,0,0
2011,2,37559,53780,0,0
2011,2,38091,66238,0,0
2011,2,41528,40237,0,0
2011,2,36868,39916,0,0
2011,2,36881,47436,0,0
2011,2,37099,58828,0,0
2011,2,40314,53760,0,0
2011,2,44688,51045,0,0
2011,2,40143,65717,0,0
2011,2,35546,47314,0,0
2011,2,38708,68485,0,0
2011,2,39386,34894,0,0
2011,2,43039,52811,0,0
2011,2,34376,59043,0,0
2011,2,32759,61387,0,0
2011,2,43231,35477,0,0
2011,2,38000,43736,0,0
2011,2,48123,30679,0,0
2011,2,36282,47609,0,0
2011,2,43065,44997,0,0
2011,2,41968,59875,0,0
2011,2,37763,54154,0,0
2011,2,42399,47039,0,0
2011,2,34901,63622,0,0
2011,2,35743,48557,0,0
2011,2,28029,63157,0,0
2011,2,34960,56666,0,0
2011,2,40258,56614,0,0
2011,2,38483,59067,0,0
2011,2,37015,43794,0,0
2011,2,42513,35884,0,0
2011,2,28715,58102,0,0
2011,2,45840,36990,0,0
2011,2,38328,40964,0,0
2011,2,39937,47813,0,0
2011,2,40515,55646,0,0
2011,2,35380,56093,0,0
2011,2,49538,31640,0,0
2011,2,40739,52441,0,0
2011,2,45261,32286,0,0
2011,2,38740,72506,0,0
2011,2,45571,40570,0,0
2011,2,38805,66869,0,0
2011,2,50156,46612,0,0
2011,2,36346,56207,0,0
2011,2,47849,41973,0,0
2011,2,34351,51166,0,0
2011,2,36752,56081,0,0
2011,2,35031,65279,0,0
2011,2,37661,43729,0,0
2011,2,43562,34357,0,0
2011,2,45051,37744,0,0
2011,2,36466,51260,0,0
2011,2,40920,52593,0,0
2011,2,43084,47247,0,0
2011,2,40292,50498,0,0
2011,2,37417,46893,0,0
2011,2,36434,45786,0,0
2011,2,32101,72462,0,0
