"year","month","car_price","mileage","accident","damage"
2011,5,41380,39313,1,0
2011,5,36795,51164,1,0
2011,5,43412,47765,1,0
2011,5,30311,69416,1,0
2011,5,35429,42227,1,0
2011,5,34277,57909,1,0
2011,5,36223,38955,1,0
2011,5,30142,53077,1,0
2011,5,27124,61881,1,0
2011,5,27279,71196,1,0
2011,5,31469,42336,1,0
2011,5,37526,47349,1,0
2011,5,32992,57241,1,0
2011,5,37962,28683,1,0
2011,5,38219,35354,1,0
2011,5,36346,51112,1,0
2011,5,30977,42997,1,0
2011,5,38401,57683,1,0
2011,5,32524,58539,1,0
2011,5,31585,83047,1,0
2011,5,40735,40474,1,0
2011,5,37557,40274,1,0
2011,5,36607,45471,1,0
2011,5,35366,45707,1,0
2011,5,32857,59754,1,0
2011,5,44373,38259,1,0
2011,5,28840,47710,1,0
2011,5,39452,54738,1,0
2011,5,29226,61173,1,0
2011,5,33899,44698,1,0
2011,5,30372,45977,1,0
2011,5,37470,62135,1,0
2011,5,40669,38986,1,0
2011,5,38456,30753,1,0
2011,5,29348,53318,1,0
2011,5,40565,36940,1,0
2011,5,36223,47162,1,0
2011,5,36606,39895,1,0
2011,5,31277,47552,1,0
2011,5,34851,42129,1,0
2011,5,37628,61599,0,0
2011,5,37518,44538,0,0
2011,5,36405,68964,0,0
2011,5,37445,63068,0,0
2011,5,37410,41568,0,0
2011,5,48386,25439,0,0
2011,5,43588,40738,0,0
2011,5,36963,52215,0,0
2011,5,40368,53872,0,0
2011,5,33006,58976,0,0
2011,5,42551,47566,0,0
2011,5,42588,59547,0,0
2011,5,35560,46991,0,0
2011,5,35266,54115,0,0
2011,5,42211,51472,0,0
2011,5,36446,61649,0,0
2011,5,37512,49626,0,0
2011,5,42676,41838,0,0
2011,5,35890,79144,0,0
2011,5,39470,37478,0,0
2011,5,32057,52172,0,0
2011,5,43645,41625,0,0
2011,5,42213,55235,0,0
2011,5,39379,58057,0,0
2011,5,33400,60584,0,0
2011,5,45514,30680,0,0
2011,5,39045,60587,0,0
2011,5,35125,72255,0,0
2011,5,43640,47189,0,0
2011,5,45742,38705,0,0
2011,5,38358,37462,0,0
2011,5,34204,37668,0,0
2011,5,32494,56763,0,0
2011,5,37387,53246,0,0
2011,5,52628,24262,0,0
2011,5,34544,64072,0,0
2011,5,33626,56737,0,0
2011,5,44085,41348,0,0
2011,5,40572,64311,0,0
2011,5,41949,52287,0,0
2011,5,35739,34034,0,0
2011,5,36983,44618,0,0
2011,5,41383,48935,0,0
2011,5,34539,41330,0,0
2011,5,43491,28390,0,0
2011,5,38892,40269,0,0
2011,5,46599,36375,0,0
2011,5,38117,50078,0,0
2011,5,35366,50696,0,0
2011,5,37798,44853,0,0
2011,5,36685,62023,0,0
2011,5,42025,46373,0,0
2011,5,45480,56830,0,0
2011,5,38642,53449,0,0
2011,5,32340,58103,0,0
2011,5,51561,55865,0,0
2011,5,41665,47873,0,0
2011,5,41471,40902,0,0
2011,5,49546,49799,0,0
2011,5,43385,41301,0,0
