"year","month","car_price","mileage","accident","damage"
2011,8,28556,43335,1,0
2011,8,35624,39307,1,0
2011,8,37698,49200,1,0
2011,8,27420,57482,1,0
2011,8,30070,59923,1,0
2011,8,35818,54870,1,0
2011,8,31396,42264,1,0
2011,8,40049,54843,1,0
2011,8,33906,39203,1,0
2011,8,31707,57098,1,0
2011,8,40156,48360,1,0
2011,8,37981,45935,1,0
2011,8,37197,56127,1,0
2011,8,29691,53549,1,0
2011,8,43100,30765,1,0
2011,8,38942,30137,1,0
2011,8,32802,70649,1,0
2011,8,34730,51863,1,0
2011,8,31584,63521,1,0
2011,8,40613,64239,1,0
2011,8,29768,49316,1,0
2011,8,43321,36979,1,0
2011,8,36504,35739,1,0
2011,8,36865,25912,1,0
2011,8,34623,65733,1,0
2011,8,33497,49265,1,0
2011,8,36905,58727,1,0
2011,8,31577,47951,1,0
2011,8,28190,62612,1,0
2011,8,39496,52983,1,0
2011,8,37345,53092,1,0
2011,8,34875,47272,1,0
2011,8,37191,49120,1,0
2011,8,33366,59259,1,0
2011,8,40708,22995,1,0
2011,8,34761,41445,1,0
2011,8,38288,38960,1,0
2011,8,35307,46068,1,0
2011,8,42118,39947,1,0
2011,8,26901,56821,1,0
2011,8,40097,62734,0,0
2011,8,35912,59270,0,0
2011,8,35644,60855,0,0
2011,8,38098,58508,0,0
2011,8,43829,58662,0,0
2011,8,36270,40154,0,0
2011,8,39944,32127,0,0
2011,8,34821,71470,0,0
2011,8,41908,43912,0,0
2011,8,37410,66821,0,0
2011,8,51115,33800,0,0
2011,8,41215,48442,0,0
2011,8,39984,48698,0,0
2011,8,40382,51680,0,0
2011,8,38312,40460,0,0
2011,8,43586,46806,0,0
2011,8,35397,58109,0,0
2011,8,36401,49424,0,0
2011,8,42853,44317,0,0
2011,8,43170,45360,0,0
2011,8,28699,74963,0,0
2011,8,46741,43185,0,0
2011,8,30627,56390,0,0
2011,8,41502,62834,0,0
2011,8,42405,39308,0,0
2011,8,45440,46337,0,0
2011,8,41459,54150,0,0
2011,8,43486,62151,0,0
2011,8,37722,61369,0,0
2011,8,43553,49332,0,0
2011,8,34853,53643,0,0
2011,8,39178,51947,0,0
2011,8,45106,52649,0,0
2011,8,43211,48108,0,0
2011,8,37756,31425,0,0
2011,8,38142,47275,0,0
2011,8,39936,52881,0,0
2011,8,35761,53815,0,0
2011,8,36977,49702,0,0
2011,8,45957,54088,0,0
2011,8,36196,47543,0,0
2011,8,44332,32701,0,0
2011,8,43748,48127,0,0
2011,8,41088,48699,0,0
2011,8,44044,26225,0,0
2011,8,40841,59123,0,0
2011,8,40271,38949,0,0
2011,8,45094,56125,0,0
2011,8,37180,52423,0,0
2011,8,37294,40286,0,0
2011,8,26193,52419,0,0
2011,8,38553,62758,0,0
2011,8,35590,51838,0,0
2011,8,40785,47117,0,0
2011,8,33676,50399,0,0
2011,8,44520,46837,0,0
2011,8,42265,34148,0,0
2011,8,44132,51608,0,0
2011,8,43907,40758,0,0
2011,8,46905,34231,0,0
