"year","month","car_price","mileage","accident","damage"
2016,2,26463,52786,1,0
2016,2,38596,50999,1,0
2016,2,43132,49200,1,0
2016,2,32597,55901,1,0
2016,2,31787,54086,1,0
2016,2,37691,47775,1,0
2016,2,33212,61192,1,0
2016,2,34271,57062,1,0
2016,2,40827,40803,1,0
2016,2,38781,48056,1,0
2016,2,33682,37018,1,0
2016,2,36560,36832,1,0
2016,2,33101,57528,1,0
2016,2,33420,60681,1,0
2016,2,33398,72229,1,0
2016,2,32927,52306,1,0
2016,2,32122,43127,1,0
2016,2,32948,51346,1,0
2016,2,35766,28924,1,0
2016,2,28850,44872,1,0
2016,2,39296,35017,1,0
2016,2,31939,48784,1,0
2016,2,24020,69827,1,0
2016,2,35043,58522,1,0
2016,2,35380,44958,1,0
2016,2,39375,42639,1,0
2016,2,43254,50811,1,0
2016,2,34381,45350,1,0
2016,2,37200,59805,1,0
2016,2,32680,45136,1,0
2016,2,37492,32142,1,0
2016,2,33243,46960,1,0
2016,2,30640,48928,1,0
2016,2,28472,56155,1,0
2016,2,49819,40429,1,0
2016,2,26421,48576,1,0
2016,2,34042,49542,1,0
2016,2,26568,62459,1,0
2016,2,29264,57824,1,0
2016,2,30381,71784,1,0
2016,2,32185,58780,0,0
2016,2,38505,40513,0,0
2016,2,42569,22976,0,0
2016,2,38664,49722,0,0
2016,2,33666,48261,0,0
2016,2,29560,45555,0,0
2016,2,34336,63232,0,0
2016,2,42021,55100,0,0
2016,2,38795,48853,0,0
2016,2,37387,49763,0,0
2016,2,41311,70323,0,0
2016,2,43085,30969,0,0
2016,2,40272,32129,0,0
2016,2,42438,53944,0,0
2016,2,36588,52620,0,0
2016,2,37425,60331,0,0
2016,2,42483,43838,0,0
2016,2,38466,59890,0,0
2016,2,38198,57904,0,0
2016,2,36863,39429,0,0
2016,2,42455,43919,0,0
2016,2,40305,68782,0,0
2016,2,48158,36262,0,0
2016,2,40994,49948,0,0
2016,2,36629,61599,0,0
2016,2,34847,51064,0,0
2016,2,38820,46055,0,0
2016,2,36410,61656,0,0
2016,2,43700,41935,0,0
2016,2,43338,49140,0,0
2016,2,33265,57774,0,0
2016,2,35402,44532,0,0
2016,2,35895,54676,0,0
2016,2,46270,64331,0,0
2016,2,46095,45387,0,0
2016,2,36891,80371,0,0
2016,2,39511,46020,0,0
2016,2,41535,58741,0,0
2016,2,37539,64911,0,0
2016,2,41347,46913,0,0
2016,2,41301,44956,0,0
2016,2,42886,35873,0,0
2016,2,38317,56135,0,0
2016,2,35224,62874,0,0
2016,2,47276,30846,0,0
2016,2,38560,54884,0,0
2016,2,46633,62732,0,0
2016,2,39463,61600,0,0
2016,2,32323,65796,0,0
2016,2,44535,51452,0,0
2016,2,46440,36840,0,0
2016,2,40126,53792,0,0
2016,2,35608,56332,0,0
2016,2,35894,58227,0,0
2016,2,39092,45744,0,0
2016,2,36744,68514,0,0
2016,2,41783,58525,0,0
2016,2,39995,48389,0,0
2016,2,33904,59151,0,0
2016,2,39816,64741,0,0
