"year","month","car_price","mileage","accident","damage"
2017,8,28786,57984,1,0
2017,8,43809,36540,1,0
2017,8,32879,42252,1,0
2017,8,34508,46078,1,0
2017,8,40004,52611,1,0
2017,8,32057,59175,1,0
2017,8,42082,33258,1,0
2017,8,31426,40625,1,0
2017,8,31863,50677,1,0
2017,8,30558,69221,1,0
2017,8,33818,57759,1,0
2017,8,31455,47545,1,0
2017,8,38546,43902,1,0
2017,8,34008,36925,1,0
2017,8,32243,42600,1,0
2017,8,38160,52876,1,0
2017,8,33563,32659,1,0
2017,8,37239,31368,1,0
2017,8,39008,46085,1,0
2017,8,34030,47323,1,0
2017,8,28733,61768,1,0
2017,8,37891,52109,1,0
2017,8,34185,49727,1,0
2017,8,43353,37043,1,0
2017,8,35264,51186,1,0
2017,8,39557,42397,1,0
2017,8,28112,45472,1,0
2017,8,40527,45864,1,0
2017,8,40022,48894,1,0
2017,8,33374,60395,1,0
2017,8,37718,41960,1,0
2017,8,41541,59112,1,0
2017,8,31802,61194,1,0
2017,8,36651,25204,1,0
2017,8,40290,41790,1,0
2017,8,31869,55340,1,0
2017,8,34398,45581,1,0
2017,8,39529,44441,1,0
2017,8,33251,52979,1,0
2017,8,35752,45463,1,0
2017,8,42451,39594,0,0
2017,8,40506,43199,0,0
2017,8,36456,47871,0,0
2017,8,41453,53934,0,0
2017,8,41832,35573,0,0
2017,8,36660,50644,0,0
2017,8,46128,36293,0,0
2017,8,42499,41508,0,0
2017,8,28313,64091,0,0
2017,8,40734,53178,0,0
2017,8,35383,44894,0,0
2017,8,45092,52292,0,0
2017,8,37385,51724,0,0
2017,8,39361,49599,0,0
2017,8,41277,37087,0,0
2017,8,40108,55752,0,0
2017,8,33691,51009,0,0
2017,8,38349,63614,0,0
2017,8,45962,37309,0,0
2017,8,41878,58072,0,0
2017,8,42966,43624,0,0
2017,8,40045,62636,0,0
2017,8,42871,61022,0,0
2017,8,42824,51275,0,0
2017,8,41912,49366,0,0
2017,8,37404,57891,0,0
2017,8,44642,28663,0,0
2017,8,31128,48297,0,0
2017,8,43585,24047,0,0
2017,8,31334,67400,0,0
2017,8,46604,49600,0,0
2017,8,34686,56253,0,0
2017,8,44533,35293,0,0
2017,8,36086,49168,0,0
2017,8,40304,50505,0,0
2017,8,47515,41719,0,0
2017,8,37022,43027,0,0
2017,8,30475,74511,0,0
2017,8,42766,45660,0,0
2017,8,45235,47603,0,0
2017,8,33979,60385,0,0
2017,8,40168,43456,0,0
2017,8,37129,44825,0,0
2017,8,40034,48027,0,0
2017,8,36999,63427,0,0
2017,8,41053,54022,0,0
2017,8,38227,55925,0,0
2017,8,40794,49917,0,0
2017,8,37694,54917,0,0
2017,8,36604,67420,0,0
2017,8,36021,51505,0,0
2017,8,44404,58404,0,0
2017,8,33356,52048,0,0
2017,8,39857,42189,0,0
2017,8,40357,45810,0,0
2017,8,38871,50223,0,0
2017,8,39181,55113,0,0
2017,8,45592,48875,0,0
2017,8,43813,41693,0,0
2017,8,36294,48702,0,0
