"year","month","car_price","mileage","accident","damage"
2010,5,35612,56262,1,0
2010,5,24721,60064,1,0
2010,5,33905,46514,1,0
2010,5,35816,38487,1,0
2010,5,34961,54489,1,0
2010,5,30724,58449,1,0
2010,5,29424,54309,1,0
2010,5,32395,66664,1,0
2010,5,35614,50662,1,0
2010,5,32175,38817,1,0
2010,5,29190,54852,1,0
2010,5,34380,47980,1,0
2010,5,32783,60357,1,0
2010,5,40097,44286,1,0
2010,5,38220,42343,1,0
2010,5,44825,34525,1,0
2010,5,38441,37087,1,0
2010,5,42752,38287,1,0
2010,5,33704,26595,1,0
2010,5,29745,56974,1,0
2010,5,29629,57637,1,0
2010,5,29900,40141,1,0
2010,5,36449,48487,1,0
2010,5,26025,54975,1,0
2010,5,36874,58404,1,0
2010,5,34475,54107,1,0
2010,5,35907,54351,1,0
2010,5,35228,51965,1,0
2010,5,43063,39667,1,0
2010,5,35956,51801,1,0
2010,5,34917,60000,1,0
2010,5,29065,43116,1,0
2010,5,36394,60201,1,0
2010,5,32897,55169,1,0
2010,5,26570,51842,1,0
2010,5,35770,49931,1,0
2010,5,32468,67358,1,0
2010,5,37561,50824,1,0
2010,5,38849,42960,1,0
2010,5,36412,54140,1,0
2010,5,49108,44179,0,0
2010,5,47984,42461,0,0
2010,5,44554,30966,0,0
2010,5,38818,53082,0,0
2010,5,37823,45948,0,0
2010,5,42425,57189,0,0
2010,5,37996,42439,0,0
2010,5,39624,49917,0,0
2010,5,44416,48307,0,0
2010,5,38880,53166,0,0
2010,5,42886,44700,0,0
2010,5,44947,60102,0,0
2010,5,48221,50118,0,0
2010,5,41572,69711,0,0
2010,5,41950,76088,0,0
2010,5,35155,57111,0,0
2010,5,40933,40663,0,0
2010,5,49307,49493,0,0
2010,5,44334,45474,0,0
2010,5,40662,64833,0,0
2010,5,42251,63820,0,0
2010,5,43920,44875,0,0
2010,5,46804,49562,0,0
2010,5,39472,39090,0,0
2010,5,36766,58535,0,0
2010,5,36937,55632,0,0
2010,5,35322,62563,0,0
2010,5,41409,38960,0,0
2010,5,45854,53667,0,0
2010,5,37514,44839,0,0
2010,5,39969,59143,0,0
2010,5,44722,63078,0,0
2010,5,34526,41610,0,0
2010,5,42805,54026,0,0
2010,5,38146,39094,0,0
2010,5,44633,55484,0,0
2010,5,45961,36227,0,0
2010,5,37131,71790,0,0
2010,5,35057,72640,0,0
2010,5,30884,58925,0,0
2010,5,36574,49436,0,0
2010,5,35318,56623,0,0
2010,5,46614,42137,0,0
2010,5,42250,34256,0,0
2010,5,38680,53109,0,0
2010,5,42189,24817,0,0
2010,5,41662,41221,0,0
2010,5,32967,47403,0,0
2010,5,41280,62257,0,0
2010,5,41037,59380,0,0
2010,5,44029,57661,0,0
2010,5,40695,42515,0,0
2010,5,40856,62389,0,0
2010,5,35503,48304,0,0
2010,5,39764,66033,0,0
2010,5,44061,36149,0,0
2010,5,45151,46458,0,0
2010,5,44093,49984,0,0
2010,5,34363,55961,0,0
2010,5,42862,45196,0,0
